,Disease,Symptom_Count,Symptoms,Disease_Encoded,Symptom_Encoded
1365,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1366,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1367,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1368,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1369,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1370,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1371,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1372,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1373,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1374,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1375,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1376,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1377,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1378,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1379,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1380,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1381,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1382,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1383,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1384,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1385,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1386,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1387,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1388,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1389,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1390,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1391,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1392,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1393,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1394,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1395,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1396,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1397,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1398,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1399,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1400,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1401,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1402,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1403,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1404,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1405,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1406,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1407,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1408,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1409,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1410,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1411,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1412,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1413,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1414,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1415,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1416,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1417,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1418,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1419,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1420,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1421,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1422,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1423,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1424,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1425,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1426,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1427,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1428,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1429,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1430,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1431,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1432,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1433,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1434,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1435,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1436,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1437,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1438,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1439,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1440,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1441,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1442,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1443,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1444,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1445,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1446,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1447,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1448,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1449,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1450,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1451,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1452,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1453,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
